,0
392,"At least 15,000 people who may have caught the coronavirus from a 'super-spreader' guru are under strict quarantine in northern India after the Sikh religious leader died of COVID-19 http://u.afp.com/3qSs"
393,"Non-pharmaceutical interventions like physical distancing are vital to mitigate the risk of #coronavirus. But for &gt; 1 billion people that live in densely populated slums, it's almost impossible. Here's how can slow the spread in such settings: "
394,"In a drastic step, Italy has shut down most of its heavy industry to slow the spread of the #coronavirus. But trade unions say some workers are still at risk and are calling on the government to go even further and shut down all non-essential production. "
395,"―Covid-19 is a disease caused by a new coronavirus that emerged in China in December 2019. As the coronavirus spreads around the world, Here’s a guide to the words and phrases you need to know Self-Quarantine― "
396,"To slow the spread of #COVID19, many countries introduced ""lockdown"" measures. But on their own, these measures will not extinguish epidemics. We call on all countries to use this time to attack the #coronavirus. You've created a 2nd window of opportunity. "
397,"In a time that calls for international cooperation to fight a common threat, Kremlin mouthpiece Sputnik chooses to spread disinformation about COVID-19."
398,"I would like to thank the health workers for their enormous efforts throughout Europe and to all the people who work to make everything work, thanks to the citizens who act responsibly to prevent the spread of the Coronavirus. #COVID19 https://europa.eu/!nv47ux"
399,"Thank you #SaudiArabia for your great support to @WHO in this critical time of #COVID19. We all must be led by solidarity to keep the world safe &amp; serve the vulnerable. With this kind of commitment and support, we can stop the #coronavirus from spreading. "
400,Research & Innovation 🔬🧪🦠 is critical to tackle this global crisis. The Commission launched a page to inform about all the 🇪🇺 EU research projects and initiatives to tackle the spread of #COVIDー19 and preparedness for other outbreaks. Learn here➡️
401,The Red Cross Red Crescent volunteers and staff around the 🌍 are doing everything they can to halt the spread of #coronavirus. They are our #MondayMotivation. We are in this together!
402,[Coronavirus] #DigitalRights defenders raise the alarm over government-led #emergency efforts to use personal data to curtail the spread of #Covid19.
403,#Coronavirus: #India underlines importance of #SocialDistancing More than a billion people asked to observe a 14-hour long curfew to contain spread of #COVIDー19 and honour front-line health workers
404,"""clerical dictatorship ruling #Iran has engaged in a cover-up, preventing the free flow of crucial information about the spread of coronavirus in that country. It covered up the truth in support of its political motives and agenda"" "
405,Spread Love not Coronavirus ❤️ by @agathesorlet . #tiphaineillsutration #illsutration #spread #love #coronavirus #virus #illustration #agathesorlet #art https://ift.tt/3acmerF
406,"Since late 2019, the #coronavirus has spread across the globe, affecting many countries and economies. Follow the latest #COVID19 developments in your country in real time with this 🆕 AI-powered tool ➡️ http://oecd.ai/covid"
407,"NEW: All pubs, restaurants and leisure centres across London will be ordered to close as the government steps up its emergency measures to combat the spread of coronavirus - reports @PickardJE"
408,"Dr Mike Ryan of WHO said 'the most important single factor in fighting #coronavirus spread is speed'. #Chinese Red Cross has just advised Italians to stop all ""economic activities and cut the mobility of people""- And #Italy is in more lockdown than Ireland ! Delay is disastrous.."
409,Coronavirus is spreading differently in different countries. #covid19 . More below.
410,Taiwan 🇹🇼 warned @WHO that coronavirus could spread between humans BEFORE China did.
411,"#Coronavirus: Air pollution and CO2 fall rapidly as #COVID19 virus spreads affecting industrial output, aviation and ground transport #ClimateEmrrgency"
412,"The pace of the spread of #coronavirus will see the Government get to where they should be soon - but it's unfortunate that they started behind the curve, and are still behind the curve. The lessons of China, S Korea and Italy need to be acted on with greater speed... "
413,To all our followers around the world: if you are in quarantine: #StayAtHome if you still go out: follow @WHO's recommendations below to prevent the spread of #coronavirus. Stay strong💪 and healthy 😷 
414,"Shocking report on Sky News about the reason behind the UK government’s sudden switch its from controlled spread approach to suppression of the coronavirus: experts told them that a best case scenario under the existing model was 250,000 deaths."
415,"All Pubs and restaurants in Belgium closed last night for at least 3 weeks. We have to learn from #China and #Italia - reducing contact with others to the absolute minimum, is one of the key factors in tackling the spread of #coronavirus ... "
416,"Updated graph for coronavirus spread. Italy is still following the same trajectory, maybe a slight change, but it’s too early to know. Spain and France still exactly on the trend line. Data from ECDC. "
417,A slight change of plans out here for me. All racing has been suspended until 31/3/20 in an attempt to halt the spread of corona virus. Health has to come first! @DaveRaynerFund #RaynerFDN
418,"Updated graph for coronavirus spread. Italy is still following the same trajectory, one more dot on the line. Hopefully with the quarantine it will bend down in the next days. Data from ECDC . This is just real past data, except the dotted line which is here as a « best match » . "
419,"For entrepreneurs in France whose business activities have been impacted by the spreading effects of the coronavirus, learn more about the measures taken by the government @LaFrenchTech to help out ⚠️"
420,The Italian government today approved emergency measures limiting movement for over 16 million citizens until April 3 to contain the spread of coronavirus 
421,The Commission commends the efforts of the Italian government & its citizens to contain the spread of the #Coronavirus. You have our full solidarity &amp; our thoughts go to those affected. We’re working on all fronts to support efforts to tackle the epidemic. Our letter to Italy👇 
422,"❗❗❗one big reason why coronavirus spread rapidly in GermanyNORDRHEIN-WESTFALEN is the first man infected during incubation went to the carnival! If 1 person got infected, then at least 30 ppl around will got infected. Plz cancel this 1000ppl gathering carpet!❌@ISU_Figure 💢"
423,#Coronavirus: World Bank $12 billion aid package to prioritise support to the poorest and most at-risk countries to counter the effects of #Covid_19 which has spread to more than 70 countries around the world #ResilienceForAll
424,"I am (very happily) sitting in a full auditorium @IHEID listening to Martti Koskenniemi on backlash against the global rule. But why has this event been allowed, whereas the visit of @LulaOficial has been cancelled in order to prevent the spread of coronavirus? "
425,How to prevent the spread of the new #coronavirus ? A selection of public service videos from selected health ministries worldwide⚡️ Which one is your favourite? #COVID19 #DigitalDiplomacy
426,President @VonDerLeyen is announcing the launch of the EU’s emergency #CoronaVirus response team at the EU’s Emergency Reaponse Coordination Centre. Here at the centre they are closely monitoring the spread of the virus in Europe. – at European Commission - L-86 - ECHO
427,"In today’s @IFRC TikTok, @ombaggio explains how #COVIDー19 spreads. https://vm.tiktok.com/bGx1Jp/ #coronavirus "
428,Our first thoughts are with those affected by the #Coronavirus. We’re closely coordinating with Member States on measures to contain the spread of the virus. We’re also monitoring the wider fall-out on the economy - the ongoing uncertainty makes it hard to quantify at this stage 
