Tweet,Cluster
I made a Birthday wish for a coronavirus vaccine 🎂🙏😂 This is my quarantine Birthday squad. I am one lucky lady. 🥰 ,4
"Please RT. During #Coronavirus Isolation, get your space science recharge with @Ryan_N_Watkins! She’s on the @blueorigin Science Advisory Board &amp; @TREX_SSERVI, does lots of work for NASA’s exploration &amp; science communities, and is on a lunar payload team NASA just selected!",1
"Dr. Anthony Fauci speaking during the Coronavirus task force update and the following was asked: Q: ""Are you doing this voluntarily? Or did the president..."" Dr. Fauci: ""Everything I do is voluntarily. Please, don't even imply that."" Are you serious right now?! 🤦🏻‍♂️ #twill",1
"Governors are trying any method they can think of to get their hands on coronavirus supplies — contacting FEMA, making Twitter pleas, calling Trump, going to the media ",0
Divorces are spiking in China as couples emerge from their coronavirus quarantines ,1
"#India Prime Minister @narendramodi, on 21st day of national lockdown due to the #coronavirus, says compared to the world’s developed countries we are faring relatively well due to its quick decisions and holistic approach. ",1
So Kendall Jenner ended racism with a Pepsi®️ but she hasn’t even TRIED giving coronavirus one?!?,1
"Wash Your Hands? Despite Pandemic, Thousands Still Have No Water in Detroit, a Coronavirus Hot Spot  via @democracynow",1
Thousands of DACA health care workers fight coronavirus — and worry about their fate. All I can say is - Thank you. ,4
One of the keys to reopening our economy and moving past the coronavirus pandemic will be testing for antibodies of COVID-19. A Manhattan Urgent Care will begin providing that. As Governor Cuomo ramps up testing statewide. @PIX11News #COVID19,5
I can only hope that when this Coronavirus passes that it takes TikTok with it and it never comes back.,4
"The wild #weather #NewYork saw today affected the fight against #coronavirus. High winds forced drive through testing centers to shut down. This as #NewYork hits 10,000 #COVID19 deaths. #LongIsland video from @pixtaker11 @jamesfordtv #NYwx #CoronavirusNewYork #PIX11NEWS",5
#Telemedicine adoption among #Massachusetts #seniors quintupled once #coronavirus outbreaks hit #telemednow #virtualcare  via @businessinsider @IrmaRaste @eViRaHealth @ElectronicCare,1
you know your parents love you when they save you two (2) !!! whole glasses worth of wine and a bunch of ice cream after your insane evening shift covering both a big election & being on deck for the WH coronavirus task force briefing 🥰,1
"With the uncertainties of the coronavirus and racing shutdown, some of our trainers are downsizing their stable. This means unemployment occurring on the backstretch. The MHAF is a 501c-3 helping stable employees make ends meet. If you can, please donate ",1
Anyone else missing the gym??? Thankfully I have a little brother that’s willing to workout with me in the basement to keep me motivated!💪🏼 #homeworkouts #coronavirus ,1
Good news: Health system leaders say they have enough supplies for now Bad news: #coronavirus peak in #SWFL is still about 2 weeks off and everybody around here is more into image management than critical analysis and response,5
Something I created on my phone in my pass time. Enjoy. #dontcreateanddrive #artist #justforshow #coronavirus #FreshAir,4
My Corona kit. The face mask on the left and the cure on the right. I would walk into the valley of the shadow of death with this kit and fear no evil. #coronavirus #COVID,4
"for those who haven’t followed me long, my dad is from Flint, MI. today the husband of one of his cousins there in Flint died from coronavirus. we literally just saw everyone in Flint for a baby shower this past August. getting hit with losses on both sides of the family.",1
"Settle down, there are lots of coronaviruses. Most of them are relatively harmless to humans. Indeed, you have almost certainly had an illness from a coronavirus at some point in your life. This one is bad because it's new. ",1
"""A friend of mine told me he got better because of the use of that drug."" That's from @realDonaldTrump just now. The President of the United States is recommending an unproven drug as a cure for #coronavirus because his unnamed friend told him it was fine. We are screwed.",5
Thank you President Trump ♥️ For a great response to protect the American People 🇺🇸 Watching the White House briefing now on the coronavirus response on C-SPAN He had wonderful clips of people actually giving him credit where He does definitely deserve 💕👍🇺🇸🥳🙏✝️,0
Coronavirus: The pandemic that's changing our lives ,5
NBA's Karl-Anthony Towns mother passes away due to coronavirus ,1
"Can't you see I'm trying to get this comicbook artwork done. I aint go the timento be messin' around with #coronavirus trying to slow me down. Of you are thinking of or currently making a comic, #nodaysoff #makecomics #comicsgate #sjwcomics #anticomicsgate #jinandtonik ✏✒🎨",1
"Things are definitely, definitely going to reopen too soon. #coronavirus",1
Tonight’s #fox29heroes is a teacher who is now using her time to get food to those who most need it during #coronavirus #pandemic. See her sorry now on @FOX29philly #news.,5
VICTORY for public health and religious freedom: Texas court agrees with AU that Harris County can protect public health by restricting both religious and secular gatherings during coronavirus pandemic. #coronavirus #COVID #StayHome #ReligiousFreedom #publichealth #HarrisCounty,5
fuck corona virus.. we was just starting to have fun. 🥺🥺😭😭 pic.twitter.com/MlypFLmh5V,3
"After a brief hiatus (we thought one of the hosts' spouse had coronavirus), the Fireside Lawyers livestream will be returning tomorrow at 11:30am EDT We'll be talking with guest Mindy Stinner of the Conservators' Center, about #TigerKing and NC laws on owning exotic pets",1
"I explained to my daughter that we’ll have a coronavirus vaccine at some point, just like for flu. “Not fair!” Says Matilda. “Two shots every year now? Why can’t they mix flu and coronavirus vaccines into one shot??” @KizzyPhD",4
How many died of Coronavirus?,5
I got tested for coronavirus and my results just came back and said I was diagnosed with Sugoma.,4
FUCK YOU CORONAVIRUS!!!! Taking away everything........,1
"And today's unhinged ranting will only make it worse. ""Trump coronavirus approval underwater for the first time: Morning Consult - Business Insider"" ",0
Two local EMTs are heading to New York this week. Seth Toft and Gary Hobart will be going to the epicenter on the 16th to fight the coronavirus! I spoke to Gary today and we’ll hear from him on @Live5News at 11!,1
HBU: “What should we post during this whole Corona virus pandemic..?” “Ohh I got it! Let’s post Dom’s amazing quote and wow look at that smolder!” ,3
Judge Strikes Down Alabama Attempt to Ban Abortions As Part of Coronavirus Restrictions  via @politicususa,1
"I don’t know about you, but I’m going to listen to my governor & the scientists over the guy who called coronavirus a hoax and takes no responsibility. But that’s just me.",4
"So Bowie State lost over 5 million dollars in revenue because they had to refund students and adjust the budget to support students and staff due to coronavirus, and because of this, the school will likely face financial issues for the next two to three years following.",5
"Edu developers + faculty: Join Eric Mazur, pioneer of active learning, for a free online webinar on improving #onlineteaching during the #coronavirus pandemic. April 17 at 12 pm EDT or April 21 at 3 pm EDT. Register here:  #teachonline #edtech",1
